customer_id,product_id,product_category,purchase_amount,purchase_date
429,3,Confectionary,735.16,2024-05-08
316,17,Fashion,320.93,2024-10-25
314,24,Electronics,444.13,2024-09-15
179,26,Stationary,614.88,2024-06-29
174,43,Fashion,359.37,2024-04-28
234,17,Stationary,491.11,2025-01-09
133,18,Home Goods,429.39,2025-01-25
442,41,Groceries,450.81,2024-08-19
94,18,Confectionary,535.73,2024-08-19
348,50,Confectionary,639.63,2025-03-22
402,38,Confectionary,732.93,2025-02-13
420,42,Electronics,522.86,2025-01-13
195,39,Fashion,149.73,2024-11-19
405,13,Stationary,983.99,2024-07-11
430,7,Confectionary,649.0,2024-07-03
186,48,Confectionary,814.87,2024-11-10
464,25,Confectionary,999.71,2025-01-04
376,34,Home Goods,183.33,2025-03-17
165,15,Home Goods,602.93,2024-05-04
362,6,Confectionary,88.56,2024-09-09
191,10,Confectionary,494.81,2024-11-20
5,38,Stationary,591.95,2024-05-13
498,39,Stationary,701.36,2024-06-24
499,12,Home Goods,923.25,2025-02-22
206,26,Confectionary,920.47,2024-04-07
415,17,Home Goods,707.77,2024-06-25
366,20,Home Goods,900.38,2024-08-27
344,24,Confectionary,495.24,2024-07-04
227,49,Home Goods,161.02,2024-09-20
420,10,Groceries,402.14,2024-12-27
74,43,Stationary,664.12,2024-11-30
219,42,Groceries,546.23,2024-12-28
440,42,Groceries,381.8,2024-08-01
27,40,Groceries,25.14,2024-08-02
375,27,Electronics,622.27,2025-03-15
23,43,Electronics,722.87,2024-09-18
461,12,Home Goods,548.34,2024-05-20
208,8,Home Goods,848.96,2025-02-15
355,28,Stationary,704.04,2024-11-27
91,33,Fashion,610.17,2024-10-12
52,31,Groceries,11.77,2025-02-21
487,23,Fashion,335.99,2025-01-06
303,30,Electronics,10.72,2025-01-16
209,33,Confectionary,411.23,2024-09-11
62,3,Groceries,891.93,2024-05-18
445,23,Fashion,425.76,2024-11-29
304,48,Confectionary,21.84,2024-10-02
105,41,Home Goods,622.99,2024-05-08
129,48,Stationary,525.26,2024-07-24
395,25,Groceries,749.17,2024-10-26
460,15,Electronics,488.96,2024-08-12
398,3,Electronics,101.59,2024-06-28
328,4,Groceries,965.82,2024-06-21
95,34,Electronics,163.01,2024-06-25
7,43,Confectionary,265.15,2024-03-25
174,37,Home Goods,136.0,2025-02-18
246,1,Stationary,462.08,2024-10-20
415,25,Stationary,822.47,2024-07-07
16,39,Stationary,573.9,2025-03-09
170,13,Stationary,845.81,2024-05-13
167,16,Electronics,858.97,2024-09-11
310,27,Groceries,697.18,2024-05-04
428,24,Groceries,512.58,2024-06-30
83,30,Confectionary,121.8,2024-12-06
392,17,Electronics,738.02,2024-06-30
221,19,Fashion,256.36,2025-02-28
322,46,Fashion,798.45,2024-07-16
170,34,Stationary,355.51,2025-03-15
323,4,Home Goods,328.8,2024-09-30
115,39,Confectionary,717.55,2024-07-25
349,8,Home Goods,822.08,2024-10-27
335,21,Home Goods,590.13,2024-08-05
230,49,Stationary,982.18,2024-08-02
220,25,Stationary,495.8,2024-05-23
247,3,Home Goods,587.86,2024-10-03
101,11,Electronics,292.7,2024-05-15
416,35,Stationary,531.12,2025-02-03
222,25,Confectionary,210.46,2024-06-03
179,1,Electronics,440.52,2024-09-22
175,7,Electronics,619.86,2024-08-27
94,14,Home Goods,996.66,2024-04-28
115,39,Confectionary,237.2,2024-07-03
162,26,Confectionary,115.57,2025-03-03
269,28,Stationary,459.87,2024-05-03
225,48,Groceries,16.39,2024-07-22
234,6,Home Goods,694.31,2024-05-09
337,46,Confectionary,812.04,2024-05-25
67,42,Confectionary,79.53,2024-04-09
457,24,Fashion,387.25,2025-02-22
500,25,Home Goods,643.87,2024-08-17
126,14,Stationary,501.5,2024-09-02
139,22,Confectionary,220.58,2025-03-09
113,14,Groceries,941.89,2024-09-22
219,3,Stationary,819.99,2024-09-22
156,42,Home Goods,383.15,2025-01-25
185,2,Electronics,215.25,2024-09-07
121,46,Groceries,20.88,2024-07-17
322,1,Groceries,856.02,2024-11-20
449,15,Stationary,318.5,2025-01-16
198,37,Electronics,240.89,2024-05-23
345,8,Groceries,553.59,2024-08-14
291,49,Fashion,516.77,2025-02-26
464,10,Fashion,32.58,2024-04-30
4,45,Confectionary,782.07,2024-06-30
189,50,Electronics,620.73,2024-06-06
239,5,Stationary,733.92,2024-05-10
166,17,Fashion,530.11,2024-09-24
172,17,Confectionary,880.7,2024-03-30
212,17,Groceries,209.83,2024-04-06
345,4,Electronics,897.22,2024-05-06
71,41,Fashion,36.55,2025-03-20
149,3,Fashion,60.0,2024-06-08
391,33,Stationary,742.8,2024-11-09
285,7,Fashion,202.59,2024-10-04
116,22,Electronics,900.23,2024-09-30
391,29,Stationary,718.19,2025-02-07
323,23,Home Goods,261.99,2024-06-28
93,28,Home Goods,202.74,2024-06-13
477,50,Home Goods,326.21,2024-11-29
103,5,Confectionary,210.71,2024-07-06
358,5,Home Goods,85.24,2024-10-17
380,32,Electronics,202.4,2024-11-12
198,3,Electronics,559.75,2025-01-14
110,26,Electronics,841.68,2024-04-04
330,31,Electronics,333.97,2024-08-09
101,12,Electronics,929.95,2025-02-24
183,11,Electronics,939.56,2024-07-07
334,3,Stationary,464.1,2024-09-23
406,12,Groceries,996.58,2024-08-07
160,13,Home Goods,504.46,2024-08-30
82,21,Home Goods,49.95,2024-12-14
36,10,Groceries,891.25,2024-10-02
238,36,Electronics,521.91,2024-04-01
244,7,Home Goods,923.47,2025-01-31
251,32,Groceries,771.0,2025-02-11
393,28,Stationary,69.97,2024-06-13
255,11,Home Goods,544.0,2025-01-08
282,49,Stationary,232.0,2024-12-28
22,9,Electronics,874.82,2024-03-26
430,26,Home Goods,670.16,2025-02-28
230,38,Stationary,819.47,2024-05-08
471,16,Stationary,637.81,2024-10-06
401,27,Groceries,931.27,2024-08-10
154,6,Groceries,249.7,2024-07-20
495,19,Stationary,749.86,2024-08-01
120,1,Groceries,710.96,2025-01-15
166,37,Fashion,310.98,2024-09-06
384,33,Home Goods,805.9,2024-09-09
386,38,Stationary,141.12,2025-02-20
390,19,Stationary,494.82,2024-03-27
199,14,Groceries,552.28,2024-10-14
397,20,Electronics,342.83,2024-04-12
347,3,Stationary,567.84,2024-07-01
75,48,Electronics,764.34,2024-12-31
439,41,Home Goods,152.75,2025-02-07
79,42,Electronics,485.38,2024-05-05
319,1,Electronics,836.7,2024-07-28
73,39,Stationary,22.81,2024-12-22
200,1,Electronics,984.98,2024-11-05
302,10,Confectionary,604.3,2024-12-23
134,50,Groceries,408.28,2024-07-27
48,4,Confectionary,635.14,2024-12-12
188,6,Electronics,263.29,2025-02-23
171,18,Home Goods,523.39,2024-09-25
452,19,Stationary,532.18,2024-11-30
139,46,Electronics,575.12,2024-05-03
243,12,Stationary,281.31,2024-05-25
314,1,Confectionary,657.2,2025-03-07
476,39,Electronics,313.21,2025-01-25
346,45,Fashion,251.61,2024-12-23
388,42,Electronics,910.42,2024-05-05
126,18,Home Goods,878.73,2024-09-17
207,45,Home Goods,448.74,2024-05-11
339,19,Confectionary,483.47,2024-04-17
198,7,Fashion,341.3,2024-06-20
187,16,Stationary,257.64,2024-09-07
389,40,Stationary,39.79,2024-10-31
18,1,Electronics,167.19,2024-05-29
198,38,Groceries,269.2,2025-02-21
448,37,Electronics,799.94,2024-04-12
351,8,Electronics,554.3,2024-05-10
153,46,Groceries,617.53,2024-07-10
132,12,Electronics,155.19,2024-06-14
326,5,Fashion,12.49,2025-01-22
425,7,Home Goods,21.56,2024-10-04
165,39,Stationary,544.3,2024-06-21
59,41,Stationary,644.94,2024-05-24
178,7,Home Goods,639.04,2024-06-23
440,17,Confectionary,318.36,2025-03-20
153,35,Electronics,848.16,2024-09-12
162,17,Home Goods,205.66,2025-02-17
403,33,Confectionary,70.36,2024-05-11
354,29,Groceries,521.96,2024-05-03
463,37,Electronics,719.79,2024-09-17
242,33,Groceries,794.02,2024-03-29
136,50,Fashion,684.62,2024-06-21
438,49,Stationary,452.25,2024-05-06
236,9,Confectionary,844.87,2024-12-28
47,22,Groceries,226.45,2025-03-20
497,25,Home Goods,898.41,2024-12-28
128,17,Electronics,215.6,2025-01-18
418,22,Groceries,756.7,2024-07-06
338,11,Stationary,234.96,2024-07-05
158,33,Home Goods,834.66,2024-11-06
13,9,Electronics,135.82,2024-06-13
119,38,Stationary,929.58,2024-12-29
303,7,Home Goods,441.21,2025-03-16
375,27,Home Goods,296.85,2024-12-03
289,43,Confectionary,203.0,2024-04-18
291,28,Confectionary,610.23,2024-04-23
116,46,Confectionary,356.21,2024-08-13
88,26,Groceries,267.05,2024-08-27
125,21,Home Goods,162.6,2025-01-01
410,21,Home Goods,303.53,2024-12-19
175,14,Confectionary,488.81,2024-10-31
499,35,Home Goods,673.13,2024-10-30
364,5,Groceries,940.06,2024-04-26
53,49,Fashion,846.67,2024-12-02
490,15,Fashion,320.25,2024-09-02
111,25,Fashion,374.56,2024-08-20
65,2,Confectionary,776.34,2024-03-30
333,40,Groceries,509.68,2024-04-21
375,44,Confectionary,917.88,2024-09-26
74,14,Confectionary,367.65,2024-04-06
147,37,Home Goods,378.73,2024-08-05
261,34,Fashion,783.53,2024-05-25
264,13,Groceries,319.93,2024-11-24
132,17,Stationary,820.54,2024-04-20
49,6,Fashion,708.44,2025-01-01
77,34,Home Goods,193.44,2025-02-02
294,32,Fashion,446.08,2024-04-19
117,9,Home Goods,760.7,2024-09-04
494,34,Electronics,452.38,2024-09-17
49,1,Groceries,275.8,2025-01-14
110,33,Confectionary,408.02,2024-11-25
467,32,Groceries,174.58,2024-09-30
180,3,Confectionary,100.84,2024-10-01
50,43,Electronics,772.92,2024-09-20
72,28,Home Goods,275.67,2024-04-20
347,17,Stationary,719.32,2025-02-09
434,24,Stationary,358.84,2024-04-16
495,3,Stationary,101.79,2024-08-02
286,8,Fashion,183.04,2024-12-04
4,38,Groceries,358.35,2024-09-14
75,46,Fashion,488.61,2025-01-07
85,21,Confectionary,96.12,2024-06-29
491,1,Confectionary,169.82,2024-04-10
322,8,Groceries,561.22,2024-09-03
376,26,Fashion,128.48,2024-11-14
21,25,Confectionary,128.13,2024-06-04
209,2,Confectionary,123.07,2024-09-09
43,36,Confectionary,954.47,2025-03-17
499,31,Fashion,198.36,2025-01-01
29,35,Groceries,926.99,2024-05-31
411,29,Confectionary,200.31,2024-05-30
344,35,Confectionary,113.68,2024-09-02
181,22,Confectionary,130.92,2025-03-18
305,24,Confectionary,834.77,2024-09-03
451,18,Home Goods,339.29,2024-12-25
103,6,Confectionary,15.01,2024-08-18
266,4,Confectionary,448.59,2025-02-24
259,26,Fashion,588.48,2024-05-09
373,22,Groceries,804.58,2025-03-22
365,7,Electronics,402.99,2025-01-26
234,20,Stationary,792.83,2025-03-02
346,23,Fashion,551.6,2024-06-23
381,24,Stationary,166.48,2024-05-21
374,22,Electronics,419.7,2024-12-22
101,13,Electronics,745.84,2024-09-24
91,23,Home Goods,204.47,2024-04-28
69,11,Fashion,297.34,2024-12-07
106,15,Groceries,847.13,2024-09-12
11,45,Stationary,596.73,2025-01-13
13,42,Electronics,969.43,2024-11-11
105,6,Confectionary,30.06,2024-12-05
226,40,Groceries,515.5,2024-12-09
422,11,Fashion,18.87,2024-10-03
168,27,Home Goods,832.67,2024-04-07
417,27,Electronics,810.26,2024-04-10
379,20,Confectionary,410.66,2024-05-31
290,47,Fashion,195.43,2024-12-07
411,17,Stationary,745.1,2024-11-18
100,2,Home Goods,864.59,2024-11-19
218,20,Fashion,931.66,2025-03-20
307,15,Fashion,814.28,2024-04-16
345,10,Groceries,827.3,2024-06-17
211,45,Confectionary,703.01,2024-12-25
277,36,Home Goods,193.08,2024-11-23
223,36,Confectionary,85.39,2024-04-20
157,9,Fashion,395.16,2024-09-19
73,27,Groceries,989.51,2025-03-09
275,41,Electronics,883.83,2025-02-27
410,46,Electronics,887.2,2024-07-11
409,14,Confectionary,113.8,2025-01-02
40,26,Home Goods,123.94,2024-11-22
235,45,Electronics,118.56,2025-02-24
124,15,Fashion,483.88,2024-10-09
285,49,Groceries,282.16,2025-01-30
153,14,Groceries,562.05,2024-05-28
147,7,Stationary,29.49,2024-12-25
196,44,Home Goods,198.24,2024-06-15
173,9,Electronics,303.92,2024-10-10
212,39,Home Goods,800.29,2025-02-11
302,15,Electronics,199.48,2025-02-03
311,47,Confectionary,539.39,2024-09-01
1,29,Groceries,796.92,2024-07-31
139,30,Home Goods,182.63,2024-10-21
196,32,Confectionary,240.69,2024-08-09
391,31,Electronics,229.14,2025-02-28
220,9,Groceries,417.07,2024-10-30
356,44,Confectionary,923.52,2025-01-13
442,3,Confectionary,51.12,2025-02-02
455,16,Home Goods,430.08,2024-10-12
404,29,Groceries,877.14,2024-12-30
163,35,Electronics,638.2,2025-01-19
51,38,Electronics,631.89,2025-01-09
243,43,Confectionary,91.97,2024-04-19
359,39,Fashion,290.15,2024-11-24
21,38,Fashion,432.26,2024-08-30
172,25,Fashion,483.44,2024-08-17
119,6,Fashion,854.7,2024-09-20
129,15,Electronics,409.96,2024-09-23
485,35,Electronics,11.77,2025-01-30
366,12,Home Goods,812.58,2024-05-01
106,17,Electronics,841.51,2024-11-01
195,32,Stationary,330.55,2024-06-05
226,13,Stationary,123.15,2025-03-14
141,1,Groceries,224.26,2024-05-05
272,35,Home Goods,618.22,2024-07-09
119,1,Home Goods,974.56,2024-11-01
34,17,Home Goods,283.52,2024-09-28
152,5,Groceries,112.35,2024-07-30
397,37,Confectionary,703.68,2024-12-02
390,4,Stationary,727.73,2025-03-01
39,6,Fashion,471.59,2024-07-13
258,31,Confectionary,533.77,2024-04-26
267,43,Groceries,453.4,2024-07-03
7,21,Electronics,296.39,2024-04-09
382,49,Groceries,692.68,2024-11-15
263,46,Home Goods,645.97,2024-03-31
103,16,Confectionary,398.77,2025-01-14
423,38,Fashion,441.29,2024-03-24
332,42,Groceries,777.5,2024-03-29
371,29,Home Goods,313.75,2024-10-01
342,28,Confectionary,698.34,2024-10-31
383,46,Groceries,310.68,2024-10-24
371,34,Electronics,646.5,2025-03-13
179,12,Groceries,723.93,2025-02-25
308,28,Groceries,574.21,2025-03-15
259,35,Home Goods,739.8,2024-11-16
333,25,Electronics,428.08,2025-02-25
158,14,Home Goods,135.12,2024-10-14
10,8,Stationary,993.7,2024-08-23
116,25,Fashion,477.14,2024-11-19
457,2,Fashion,279.21,2024-07-20
390,36,Fashion,908.49,2024-05-22
117,19,Confectionary,772.26,2024-10-31
182,47,Groceries,564.55,2024-06-26
236,41,Home Goods,475.94,2024-10-26
194,2,Electronics,152.62,2025-01-31
300,43,Confectionary,729.93,2024-05-11
80,28,Stationary,497.99,2024-08-21
63,16,Electronics,39.31,2024-06-20
333,16,Home Goods,629.82,2024-07-30
48,42,Fashion,682.53,2024-08-08
77,14,Home Goods,353.85,2024-09-29
150,7,Stationary,911.63,2025-03-18
121,33,Home Goods,183.67,2024-08-11
275,29,Electronics,23.88,2024-12-24
346,7,Stationary,682.88,2024-04-09
14,15,Confectionary,795.2,2025-03-10
223,32,Home Goods,78.59,2024-11-01
93,7,Home Goods,461.71,2024-10-24
237,34,Electronics,420.26,2024-07-26
106,47,Stationary,961.76,2025-02-23
214,27,Electronics,849.91,2024-11-28
7,33,Groceries,158.04,2024-10-03
101,47,Confectionary,744.7,2024-12-28
49,32,Home Goods,518.8,2025-01-26
41,8,Groceries,835.33,2024-06-26
411,50,Groceries,22.13,2024-12-08
159,40,Home Goods,615.47,2024-10-03
390,2,Electronics,926.26,2024-06-02
144,6,Groceries,191.8,2024-10-06
448,38,Home Goods,965.04,2025-03-23
486,28,Fashion,728.11,2024-08-27
38,39,Electronics,756.03,2024-06-24
60,46,Groceries,102.58,2024-10-09
114,24,Fashion,93.95,2024-10-05
96,13,Electronics,24.18,2024-11-18
353,10,Confectionary,943.01,2025-03-03
497,30,Home Goods,549.85,2024-06-22
209,30,Confectionary,644.87,2025-03-04
289,14,Electronics,463.45,2024-11-04
63,24,Stationary,418.49,2024-09-25
395,25,Home Goods,927.74,2024-12-19
397,10,Confectionary,347.53,2024-05-02
94,5,Home Goods,15.64,2025-01-16
321,38,Electronics,118.45,2025-01-29
414,12,Groceries,698.78,2024-10-09
347,23,Home Goods,97.82,2024-06-26
488,25,Fashion,155.36,2024-04-04
151,38,Electronics,918.74,2024-08-06
404,41,Fashion,121.17,2024-09-04
390,41,Confectionary,157.49,2024-03-30
293,35,Fashion,617.87,2025-02-14
84,47,Confectionary,149.61,2024-06-17
128,34,Fashion,736.97,2024-04-24
485,14,Home Goods,61.56,2024-06-12
262,34,Fashion,810.85,2024-07-23
349,8,Electronics,223.57,2025-01-02
461,13,Groceries,83.74,2024-12-06
155,10,Home Goods,989.2,2024-03-29
242,47,Confectionary,640.56,2024-11-11
84,30,Groceries,72.71,2025-01-19
397,13,Electronics,901.35,2024-06-06
487,49,Groceries,424.09,2024-10-11
136,36,Home Goods,447.24,2024-09-22
181,35,Groceries,574.5,2024-12-21
81,2,Confectionary,299.88,2024-10-26
414,18,Stationary,916.02,2024-05-05
1,44,Home Goods,225.11,2024-07-25
216,49,Stationary,806.92,2024-06-22
208,10,Home Goods,240.6,2025-01-24
331,17,Home Goods,326.1,2024-04-18
253,4,Stationary,179.01,2024-09-01
132,42,Groceries,161.6,2024-11-01
62,23,Home Goods,849.25,2024-08-20
324,48,Home Goods,392.41,2024-10-28
145,21,Electronics,641.07,2024-05-05
369,25,Electronics,112.88,2024-05-30
458,34,Stationary,406.9,2024-12-27
85,21,Groceries,200.95,2024-08-19
117,22,Confectionary,621.9,2024-07-27
230,37,Stationary,91.57,2024-12-24
256,45,Electronics,92.62,2024-08-04
313,13,Home Goods,377.52,2024-05-22
319,27,Confectionary,444.42,2025-02-08
441,3,Home Goods,772.02,2024-04-29
49,23,Fashion,308.95,2025-01-05
146,47,Stationary,212.24,2025-01-30
374,20,Electronics,199.06,2024-08-03
442,19,Home Goods,298.73,2024-11-23
10,35,Home Goods,22.37,2024-04-10
493,32,Stationary,247.94,2024-10-08
191,4,Confectionary,366.24,2024-10-01
80,1,Stationary,344.03,2024-12-05
231,28,Stationary,75.71,2025-02-27
207,49,Fashion,87.47,2024-12-07
418,47,Groceries,563.15,2024-05-19
389,23,Groceries,10.65,2025-01-15
401,4,Confectionary,673.74,2025-02-13
229,33,Fashion,95.12,2024-06-12
328,12,Electronics,541.39,2025-01-01
319,49,Fashion,948.2,2025-01-25
280,25,Confectionary,586.02,2024-12-22
348,29,Confectionary,370.56,2025-02-11
367,41,Electronics,71.15,2025-02-28
8,10,Fashion,131.18,2024-10-19
279,3,Fashion,315.37,2024-06-06
355,15,Home Goods,852.38,2024-09-29
159,11,Fashion,712.12,2025-02-20
247,5,Stationary,60.33,2025-03-08
81,10,Confectionary,863.56,2024-10-30
156,46,Electronics,391.76,2024-12-30
48,27,Electronics,945.5,2024-06-22
496,44,Home Goods,79.22,2025-02-08
115,9,Stationary,369.05,2025-01-08
12,38,Fashion,430.88,2024-05-11
472,41,Confectionary,61.98,2024-07-05
335,35,Stationary,635.82,2024-04-18
488,45,Home Goods,859.84,2024-04-25
287,39,Electronics,559.61,2024-12-22
91,28,Home Goods,757.35,2024-05-20
291,49,Groceries,29.03,2024-04-25
55,50,Stationary,101.2,2024-05-11
338,20,Fashion,283.95,2025-01-27
164,36,Stationary,873.28,2024-10-02
72,37,Stationary,593.02,2024-04-06
366,11,Stationary,690.87,2024-06-28
316,50,Electronics,785.56,2024-03-28
113,19,Fashion,143.06,2024-04-03
422,5,Confectionary,387.39,2025-01-19
69,25,Stationary,584.62,2024-05-09
438,16,Electronics,671.79,2025-02-16
14,50,Electronics,382.84,2024-11-01
102,31,Fashion,425.22,2024-12-26
276,14,Confectionary,187.61,2024-11-16
364,17,Groceries,688.65,2024-10-30
265,41,Confectionary,541.62,2024-11-04
353,46,Fashion,91.77,2024-04-30
210,12,Home Goods,221.29,2024-05-30
198,35,Fashion,754.7,2025-01-14
381,18,Stationary,129.47,2025-03-01
101,7,Groceries,541.69,2024-12-09
386,25,Groceries,96.74,2024-10-31
254,30,Fashion,228.82,2025-01-17
158,30,Groceries,98.9,2024-10-20
390,3,Electronics,995.94,2024-06-16
465,12,Electronics,14.57,2024-12-06
231,47,Electronics,348.81,2024-06-08
425,41,Stationary,56.84,2024-07-20
151,18,Groceries,431.29,2024-10-31
31,40,Electronics,909.96,2024-05-13
256,10,Stationary,60.61,2024-10-05
20,44,Stationary,274.5,2025-02-08
261,27,Confectionary,966.63,2024-08-27
149,21,Electronics,184.06,2024-06-08
363,5,Stationary,762.02,2024-12-18
75,43,Groceries,72.32,2024-09-03
124,3,Stationary,745.78,2024-10-13
452,40,Electronics,767.84,2024-07-19
215,20,Confectionary,693.45,2024-04-25
317,8,Groceries,478.25,2024-03-27
230,32,Home Goods,462.92,2024-10-22
251,33,Groceries,120.31,2024-05-03
94,5,Electronics,699.06,2024-07-16
170,28,Home Goods,189.01,2024-09-04
41,25,Groceries,167.97,2024-06-28
189,43,Stationary,575.71,2024-06-13
210,9,Home Goods,33.22,2025-01-22
180,45,Confectionary,795.03,2024-09-10
297,27,Groceries,913.29,2024-11-17
60,39,Electronics,854.91,2024-06-26
491,28,Stationary,924.25,2025-01-05
479,35,Home Goods,141.21,2024-04-27
30,44,Fashion,169.99,2024-08-08
226,13,Stationary,243.41,2024-12-29
95,48,Fashion,721.54,2024-04-04
239,9,Electronics,998.87,2024-07-05
166,41,Confectionary,791.44,2024-12-12
383,46,Fashion,550.98,2024-09-02
217,33,Home Goods,644.38,2025-01-26
273,1,Home Goods,949.23,2025-01-30
356,48,Home Goods,176.59,2024-04-01
168,18,Home Goods,447.11,2024-10-11
158,13,Electronics,309.82,2024-06-13
66,17,Stationary,256.17,2024-08-18
280,12,Groceries,133.34,2024-10-05
201,16,Groceries,80.78,2024-07-08
385,29,Fashion,545.76,2024-07-07
88,1,Groceries,615.43,2024-04-21
294,47,Home Goods,822.33,2024-12-11
368,29,Fashion,694.51,2024-12-27
448,37,Stationary,299.98,2024-09-12
411,19,Confectionary,782.5,2024-07-02
218,18,Fashion,624.82,2024-06-25
346,26,Groceries,392.2,2024-04-21
135,41,Fashion,246.02,2025-01-11
217,26,Electronics,445.88,2024-11-11
464,5,Home Goods,658.05,2024-07-15
102,11,Confectionary,460.16,2025-01-20
298,34,Stationary,750.44,2024-08-21
402,23,Stationary,485.52,2024-07-14
465,34,Fashion,425.75,2024-12-05
369,47,Electronics,782.57,2024-07-28
44,19,Home Goods,185.4,2024-11-19
111,36,Stationary,693.0,2024-11-23
454,49,Groceries,41.62,2024-10-07
375,21,Electronics,553.09,2024-05-29
404,6,Electronics,142.95,2024-08-23
240,36,Fashion,290.24,2024-07-10
279,48,Groceries,961.36,2024-11-26
366,14,Home Goods,478.05,2024-07-29
396,41,Fashion,703.21,2024-05-13
12,40,Home Goods,520.91,2024-07-13
418,31,Confectionary,687.28,2024-06-08
392,12,Electronics,13.49,2024-10-16
120,9,Stationary,749.01,2024-09-24
283,27,Confectionary,18.04,2024-12-31
49,41,Stationary,293.56,2024-05-28
200,32,Home Goods,112.72,2024-05-17
240,27,Fashion,554.76,2024-04-07
183,38,Confectionary,174.61,2024-09-22
97,20,Home Goods,841.02,2024-09-28
357,32,Confectionary,500.3,2025-01-12
339,7,Fashion,470.64,2024-06-23
88,38,Groceries,640.33,2025-01-10
406,12,Groceries,195.92,2024-10-21
3,16,Electronics,154.76,2024-12-26
265,45,Stationary,18.39,2025-03-03
267,5,Fashion,574.43,2024-11-06
262,36,Fashion,744.4,2024-12-16
295,18,Confectionary,828.69,2024-08-30
423,45,Stationary,25.46,2024-07-15
101,26,Groceries,518.67,2024-09-10
450,13,Home Goods,887.07,2024-09-11
118,1,Groceries,382.04,2025-02-12
60,33,Fashion,357.68,2024-10-05
165,7,Stationary,838.81,2024-10-10
390,36,Groceries,466.28,2024-05-26
262,42,Groceries,913.11,2024-11-04
39,41,Confectionary,646.92,2024-08-07
164,20,Electronics,486.65,2024-05-31
89,36,Stationary,731.27,2024-10-01
434,30,Stationary,705.52,2024-04-25
208,43,Fashion,821.29,2024-04-29
341,24,Stationary,911.39,2024-12-03
371,26,Stationary,965.0,2024-10-20
266,21,Home Goods,501.43,2024-10-11
133,45,Groceries,994.48,2024-10-22
434,9,Confectionary,214.29,2024-06-20
25,39,Confectionary,11.07,2024-11-26
95,23,Electronics,702.75,2024-09-29
387,40,Home Goods,53.68,2024-07-20
340,16,Home Goods,427.85,2024-05-30
388,5,Home Goods,849.42,2024-07-29
78,12,Electronics,584.44,2024-08-21
268,27,Fashion,796.88,2024-12-30
398,12,Electronics,91.13,2025-02-20
485,27,Electronics,323.31,2024-05-04
82,13,Fashion,243.13,2024-11-25
155,29,Electronics,841.24,2024-11-16
455,1,Groceries,264.06,2024-06-16
176,6,Stationary,404.63,2024-08-08
99,39,Confectionary,803.95,2024-04-01
22,14,Electronics,759.77,2024-07-12
405,23,Fashion,12.51,2024-12-23
171,25,Electronics,29.13,2024-10-09
379,27,Stationary,641.63,2024-11-11
442,6,Electronics,22.17,2024-11-11
146,19,Electronics,28.76,2024-11-28
102,45,Confectionary,791.18,2024-04-17
474,47,Fashion,638.24,2024-12-07
245,29,Confectionary,228.57,2024-07-20
470,4,Groceries,986.84,2024-11-28
184,24,Confectionary,564.57,2024-08-05
101,10,Electronics,998.31,2024-04-22
197,6,Confectionary,839.13,2024-12-26
112,27,Home Goods,358.92,2024-12-06
227,34,Stationary,515.82,2024-05-31
268,2,Groceries,67.38,2024-12-10
483,33,Electronics,511.29,2024-03-25
98,21,Home Goods,219.22,2025-01-04
239,48,Stationary,923.05,2024-11-03
404,28,Confectionary,744.71,2024-10-12
369,43,Stationary,289.57,2024-05-30
12,13,Groceries,970.2,2024-07-27
482,32,Electronics,874.88,2024-06-11
26,46,Confectionary,681.43,2025-02-26
98,28,Confectionary,768.72,2024-05-31
352,4,Fashion,500.34,2025-02-19
302,21,Electronics,735.13,2024-06-15
263,11,Confectionary,468.08,2024-09-02
90,10,Home Goods,187.69,2024-08-04
345,6,Fashion,566.03,2024-07-22
494,14,Confectionary,481.17,2024-11-15
39,41,Electronics,863.73,2024-04-07
52,18,Electronics,954.09,2024-06-09
17,46,Stationary,990.86,2024-04-14
408,26,Home Goods,423.39,2024-06-03
219,4,Confectionary,685.1,2025-01-10
260,1,Electronics,53.75,2024-06-30
347,15,Electronics,351.68,2024-10-16
431,15,Home Goods,204.63,2024-09-04
123,24,Stationary,586.49,2024-04-16
414,7,Home Goods,850.93,2025-02-27
259,16,Confectionary,484.94,2024-11-20
134,6,Electronics,557.39,2025-02-13
378,1,Confectionary,973.69,2024-10-17
456,40,Electronics,287.48,2025-02-09
272,8,Stationary,672.03,2025-01-16
335,18,Home Goods,716.87,2024-12-09
420,33,Electronics,250.69,2024-03-28
181,30,Home Goods,433.41,2024-10-27
360,32,Home Goods,703.79,2024-08-23
375,16,Confectionary,806.68,2024-07-31
264,12,Groceries,742.46,2024-09-27
180,44,Home Goods,127.7,2024-09-24
359,32,Stationary,711.81,2025-01-08
250,19,Electronics,531.03,2024-05-25
436,44,Stationary,191.94,2024-07-08
414,39,Stationary,76.63,2024-06-03
184,23,Electronics,797.26,2024-07-06
114,8,Home Goods,467.75,2024-09-25
396,36,Confectionary,67.81,2024-07-01
452,20,Groceries,306.73,2024-12-18
206,6,Groceries,496.47,2024-12-22
379,50,Groceries,698.17,2024-03-27
312,1,Electronics,158.32,2024-07-29
89,44,Fashion,760.67,2024-10-19
253,2,Home Goods,556.62,2024-09-29
325,15,Stationary,701.32,2024-07-14
118,19,Stationary,916.96,2024-09-26
372,42,Stationary,27.38,2024-04-25
471,7,Home Goods,973.55,2024-12-17
